id,neighbourhood_cleansed,neighbourhood_group_cleansed,property_type,room_type,latitude,longitude,price,minimum_nights,maximum_nights,accommodates,bedrooms,beds,number_of_reviews,number_of_reviews_ltm,reviews_per_month,review_scores_rating,review_scores_cleanliness,review_scores_communication,review_scores_location,review_scores_value,host_is_superhost,host_response_rate,host_listings_count,availability_365,price_normalized,weighted_score
8.770060243947732e+17,el Baix Guinardó,Horta-Guinardó,Private room in rental unit,Private room,41.409792508865024,2.1649521772316627,45.0,1.0,365.0,1.0,1.0,1.0,24.0,24.0,2.31,4.71,4.83,4.88,4.75,4.54,f,100%,1.0,295.0,0.8943831012962074,1.5427191550648105
24960097.0,el Barri Gòtic,Ciutat Vella,Private room in rental unit,Private room,41.38265,2.17291,124.0,1.0,30.0,2.0,1.0,0.0,63.0,25.0,0.89,4.71,4.83,4.94,4.92,4.63,f,50%,1.0,73.0,0.6559906727933613,1.5427995336396683
9.142572643549032e+17,la Vila de Gràcia,Gràcia,Private room in rental unit,Private room,41.40568752191794,2.1519869466417907,65.0,1.0,4.0,1.0,1.0,1.0,21.0,21.0,2.45,4.76,4.95,4.9,4.9,4.57,f,92%,1.0,83.0,0.8340305877511831,1.5437015293875593
1.1013093468237078e+18,el Camp de l'Arpa del Clot,Sant Martí,Private room in rental unit,Private room,41.4123,2.17772,65.0,1.0,365.0,1.0,1.0,1.0,0.0,0.0,1.0909090909090908,4.863636363636363,4.727272727272728,4.909090909090909,4.818181818181818,4.590909090909091,f,100%,1.0,225.0,0.8340305877511831,1.546246983933014
1.1150311311636964e+18,Vallcarca i els Penitents,Gràcia,Private room in rental unit,Private room,41.41518963426094,2.1427880021752213,47.0,1.0,90.0,1.0,1.0,1.0,0.0,0.0,1.2727272727272727,4.681818181818182,4.681818181818182,4.954545454545454,4.7727272727272725,4.545454545454546,f,71%,1.0,364.0,0.888347849941705,1.5466901197698129
1.1151570664705871e+18,la Sagrera,Sant Andreu,Private room in rental unit,Private room,41.42449291943136,2.1917271986603737,38.0,1.0,365.0,1.0,1.0,1.0,0.0,0.0,1.2727272727272727,4.681818181818182,4.681818181818182,4.954545454545454,4.7727272727272725,4.545454545454546,f,71%,1.0,269.0,0.915506481036966,1.548048051324576
5.984966653118175e+17,la Sagrada Família,Eixample,Private room in rental unit,Private room,41.40465663426656,2.1787350971386825,63.0,1.0,1125.0,1.0,1.0,1.0,18.0,18.0,2.22,4.94,4.78,4.94,4.89,4.61,t,0%,1.0,176.0,0.8400658391056854,1.5500032919552844
1.10133677996479e+18,el Baix Guinardó,Horta-Guinardó,Private room in rental unit,Private room,41.4141958,2.1635021,40.0,1.0,100.0,2.0,1.0,0.0,0.0,0.0,1.0909090909090908,4.863636363636363,4.727272727272728,4.909090909090909,4.818181818181818,4.590909090909091,f,0%,1.0,3.0,0.9094712296824635,1.550019016029578
7.037473428116434e+17,Sants - Badal,Sants-Montjuïc,Private room in rental unit,Private room,41.37464,2.12508,50.0,1.0,30.0,1.0,1.0,1.0,18.0,11.0,0.99,4.94,4.83,4.94,4.89,4.67,f,100%,1.0,139.0,0.8792949729099513,1.5579647486454977
35838437.0,"Sant Pere, Santa Caterina i la Ribera",Ciutat Vella,Room in boutique hotel,Private room,41.3856,2.17778,138.0,1.0,1125.0,1.0,1.0,1.0,0.0,0.0,0.31,4.74,4.673636363636363,4.943636363636364,4.856363636363636,4.801818181818182,f,0%,1.0,80.0,0.6137439133118442,1.5580508320292288
9.600739533648918e+17,la Barceloneta,Ciutat Vella,Private room in home,Private room,41.3808356978728,2.19054913160866,67.0,1.0,3.0,1.0,1.0,1.0,25.0,25.0,4.03,4.84,4.84,4.92,4.96,4.72,t,80%,1.0,19.0,0.8279953363966807,1.5593997668198343
12840292.0,Sant Antoni,Eixample,Private room in bed and breakfast,Private room,41.37673,2.15781,46.0,1.0,1125.0,1.0,1.0,1.0,93.0,40.0,0.99,4.76,4.76,4.81,4.92,4.75,f,100%,1.0,78.0,0.8913654756189562,1.560068273780948
9.506281132933606e+17,la Sagrada Família,Eixample,Private room in rental unit,Private room,41.4014445,2.1746048,60.0,1.0,4.0,1.0,1.0,1.0,13.0,13.0,2.35,4.85,4.92,5.0,5.0,4.69,t,100%,1.0,0.0,0.8491187161374392,1.561455935806872
1.0036462806049807e+18,la Verneda i la Pau,Sant Martí,Private room in rental unit,Private room,41.4234104,2.201881,51.0,1.0,4.0,1.0,1.0,1.0,16.0,16.0,3.53,4.88,5.0,5.0,4.75,4.69,t,100%,1.0,155.0,0.8762773472327001,1.5628138673616352
6.38889726879582e+17,el Guinardó,Horta-Guinardó,Private room in rental unit,Private room,41.4227,2.17359,40.0,1.0,1.0,1.0,1.0,1.0,115.0,40.0,4.495681818181817,4.8,4.83,4.8,4.56,4.78,t,97%,1.0,325.0,0.9094712296824635,1.5634735614841233
9.078012779548815e+17,Sants - Badal,Sants-Montjuïc,Private room in rental unit,Private room,41.37579321293503,2.1254990388865544,33.0,1.0,33.0,1.0,1.0,1.0,44.0,40.0,4.495681818181817,4.8,4.8,4.86,4.79,4.75,t,96%,1.0,40.0,0.930594609423222,1.5645297304711614
7.170439300704396e+17,el Camp de l'Arpa del Clot,Sant Martí,Room in hotel,Private room,41.40812283228503,2.1856731792040662,143.0,1.0,365.0,2.0,0.0,1.0,74.0,40.0,4.495681818181817,4.3,4.57,4.47,4.42,4.12,f,100%,1.0,271.0,0.5986557849255881,1.5654327892462796
7.48539535285061e+17,Sants,Sants-Montjuïc,Private room in casa particular,Private room,41.37481,2.13806,34.0,1.0,35.0,1.0,1.0,1.0,7.0,7.0,1.36,4.43,4.43,5.0,4.71,4.71,f,100%,1.0,12.0,0.9275769837459708,1.5673788491872986
8.24500083579126e+17,Verdun,Nou Barris,Private room in home,Private room,41.44303514407981,2.1781431852401623,51.0,2.0,365.0,1.0,1.0,1.0,14.0,12.0,1.08,4.29,4.79,4.36,4.29,4.07,f,55%,1.0,78.0,0.8762773472327001,1.5688138673616352
33505828.0,la Nova Esquerra de l'Eixample,Eixample,Private room in rental unit,Private room,41.38623,2.14639,81.0,1.0,60.0,1.0,1.0,1.0,35.0,20.0,0.58,4.89,5.0,4.94,4.83,4.83,t,88%,1.0,37.0,0.7857485769151635,1.5692874288457583
7.330533142096544e+17,el Besòs i el Maresme,Sant Martí,Private room in rental unit,Private room,41.41686,2.21773,40.0,1.0,1125.0,1.0,1.0,1.0,49.0,40.0,3.58,4.86,4.92,4.94,4.47,4.8,t,100%,1.0,297.0,0.9094712296824635,1.5724735614841236
40549949.0,el Poble Sec,Sants-Montjuïc,Private room in rental unit,Private room,41.36725,2.14374,40.0,1.0,5.0,1.0,1.0,1.0,63.0,40.0,3.88,4.84,4.71,4.97,4.79,4.79,t,100%,1.0,9.0,0.9094712296824635,1.5729735614841234
1.0693543999223598e+18,el Poble Sec,Sants-Montjuïc,Private room in rental unit,Private room,41.37481,2.16406,49.0,1.0,5.0,1.0,1.0,1.0,10.0,10.0,4.495681818181817,5.0,5.0,5.0,5.0,4.8,t,100%,1.0,4.0,0.8823125985872026,1.5741156299293604
9.332895860934543e+17,la Bordeta,Sants-Montjuïc,Private room in rental unit,Private room,41.37007657231496,2.134133130311966,44.0,1.0,7.0,1.0,1.0,1.0,27.0,27.0,3.68,4.93,4.89,4.89,4.81,4.85,f,100%,1.0,109.0,0.8974007269734586,1.574370036348673
1.0268396655064532e+18,Sants,Sants-Montjuïc,Private room in casa particular,Private room,41.374545,2.1361894,53.0,1.0,365.0,1.0,1.0,1.0,17.0,17.0,4.495681818181817,4.89,4.94,5.0,5.0,4.82,f,100%,1.0,0.0,0.8702420958781977,1.5755121047939102
28142990.0,la Dreta de l'Eixample,Eixample,Private room in rental unit,Private room,41.39785,2.16422,31.0,1.0,1125.0,1.0,1.0,1.0,115.0,19.0,2.08,4.83,4.92,4.93,4.98,4.83,f,100%,1.0,0.0,0.9366298607777245,1.5763314930388863
